Exemption Number,Manufacturer Registration Number,Manufacturer Name,Report ID,Date of Event,Manufacturer Aware Date,Event Type,Device Problem Codes,Report Year,Report Quarter,Initial Report Flag,Device ID,Product Code,Brand Name,Model Number,Catalog Number,Implant Available for Evaluation,Implant Returned to Manufacturer
2007014,9617229,ALLERGAN,1688653.S2,NI,8/24/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX340,2,2
2007014,9617229,ALLERGAN,1689104.S1,NI,8/24/2018,IN,1546,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-425,2,2
2007014,9617229,ALLERGAN,1689671.S2,8/28/2018,8/28/2018,IN,2682;1546,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-375,2,2
2007014,9617229,ALLERGAN,1691301.S2,7/15/2018,8/29/2018,IN,3189,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX375,2,2
2007014,9617229,ALLERGAN,1691305.S2,8/2/2018,8/29/2018,IN,1546,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX255,2,2
2007014,9617229,ALLERGAN,1691306.S2,NI,8/29/2018,IN,3189,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX255,2,2
2007014,9617229,ALLERGAN,1691307.S2,7/15/2018,9/6/2018,IN,3189,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX400,2,2
2007014,9617229,ALLERGAN,1691455.S1,2/13/2018,8/30/2018,IN,1546;2682,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-325,2,2
2007014,9617229,ALLERGAN,1691456.S1,2/13/2018,8/30/2018,IN,1546;2682,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-325,2,2
2007014,9617229,ALLERGAN,1692429.S1,9/4/2018,9/4/2018,IN,2682,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-400,2,2
2007014,9617229,ALLERGAN,1692711.S1,8/15/2018,9/3/2018,IN,1546,2019,1,S,Inspira TRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRX,N-TRX310,2,2
2007014,9617229,ALLERGAN,1692952.S2,7/15/2018,9/4/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX255,2,2
2007014,9617229,ALLERGAN,1692953.S1,7/15/2018,9/4/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX255,2,2
2007014,9617229,ALLERGAN,1693514.S1,8/15/2018,9/5/2018,IN,1546,2019,1,S,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-492,2,2
2007014,9617229,ALLERGAN,1693964.S1,NI,9/5/2018,IN,1546,2019,1,S,Inspira TRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRF,N-TRF335,2,2
2007014,9617229,ALLERGAN,1694324.S2,8/14/2018,9/5/2018,IN,1546,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-435,2,2
2007014,9617229,ALLERGAN,1695036.S1,4/26/2018,9/6/2018,IN,3189,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX375,2,2
2007014,9617229,ALLERGAN,1695037.S1,4/26/2018,9/11/2018,IN,3189,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX375,2,2
2007014,9617229,ALLERGAN,1695413.S2,12/8/2017,9/10/2018,IN,2682,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF265,2,2
2007014,9617229,ALLERGAN,1695432.S1,7/15/2018,9/10/2018,IN,1546,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX375,2,2
2007014,9617229,ALLERGAN,1695717.S1,3/6/2018,9/10/2018,IN,3189,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX340,2,2
2007014,9617229,ALLERGAN,1695927.S2,9/11/2018,9/11/2018,IN,2682,2019,1,S,120,FTR,Natrelle Silicone-Filled Breast Implants,120,120-440,2,2
2007014,9617229,ALLERGAN,1697052.S1,NI,9/12/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX400,2,2
2007014,9617229,ALLERGAN,1697106,NI,3/4/2019,IN,2682;1546,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1697109,NI,3/4/2019,IN,2682;1546,2019,1,I,Unknown Gel,FTR,,,UNK Gel Breast Implant,2,2
2007014,9617229,ALLERGAN,1697872,9/13/2018,2/25/2019,IN,1546,2019,1,I,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-492,2,2
2007014,9617229,ALLERGAN,1698396.S1,3/15/2018,9/13/2018,IN,1546,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF265,2,2
2007014,9617229,ALLERGAN,1698508.S1,9/6/2018,9/17/2018,IN,1546;2682,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-450,2,2
2007014,9617229,ALLERGAN,1698511,9/6/2018,1/29/2019,IN,2682,2019,1,I,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-450,2,2
2007014,9617229,ALLERGAN,1698891,8/15/2018,3/5/2019,IN,2682,2019,1,I,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-325,2,2
2007014,9617229,ALLERGAN,1702579.S1,3/15/2018,9/25/2018,IN,2682,2019,1,S,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,SRX-615,2,2
2007014,9617229,ALLERGAN,1702672.S1,8/15/2018,9/24/2018,IN,1546,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF415,2,2
2007014,9617229,ALLERGAN,1702673.S1,8/15/2018,9/24/2018,IN,1546,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF485,2,2
2007014,9617229,ALLERGAN,1703132.S2,1/1/2018,9/26/2018,IN,1546,2019,1,S,45,FTR,Natrelle Silicone-Filled Breast Implants,45,45-360,2,2
2007014,9617229,ALLERGAN,1703226.S1,9/18/2018,9/26/2018,IN,2682,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-350,2,2
2007014,9617229,ALLERGAN,1703372.S2,6/18/2018,9/25/2018,IN,2682,2019,1,S,Inspira TRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRF,N-TRF365,2,2
2007014,9617229,ALLERGAN,1703374.S2,NI,9/27/2018,IN,1546;2682,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-401,2,2
2007014,9617229,ALLERGAN,1703376.S2,7/15/2018,9/27/2018,IN,2682,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-401,2,2
2007014,9617229,ALLERGAN,1703507.S2,2/22/2018,9/25/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX420,2,2
2007014,9617229,ALLERGAN,1704893.S1,NI,10/1/2018,IN,2682,2019,1,S,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-234,2,2
2007014,9617229,ALLERGAN,1705655.S2,NI,9/28/2018,IN,3189,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF265,2,2
2007014,9617229,ALLERGAN,1705657.S2,4/15/2018,9/28/2018,IN,1546,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF265,2,2
2007014,9617229,ALLERGAN,1705942.S1,9/15/2018,10/2/2018,IN,2682,2019,1,S,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-345,2,2
2007014,9617229,ALLERGAN,1706135.S1,5/15/2018,10/1/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX375,2,2
2007014,9617229,ALLERGAN,1706694.S1,NI,10/4/2018,IN,1546;1395,2019,1,S,Inspira TRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRX,TRX525,2,2
2007014,9617229,ALLERGAN,1707508.S1,NI,10/4/2018,IN,1546,2019,1,S,120,FTR,Natrelle Silicone-Filled Breast Implants,120,N-27-120301,2,2
2007014,9617229,ALLERGAN,1708214.S1,9/15/2017,10/4/2018,IN,2682,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF265,2,2
2007014,9617229,ALLERGAN,1709693.S1,7/15/2018,10/5/2018,IN,1546,2019,1,S,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-397,2,2
2007014,9617229,ALLERGAN,1709965.S1,10/10/2018,10/10/2018,IN,2682,2019,1,S,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-485,2,2
2007014,9617229,ALLERGAN,1710130.S1,NI,10/11/2018,IN,1546,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-354,2,2
2007014,9617229,ALLERGAN,1710202.S1,6/15/2017,10/10/2018,IN,2682,2019,1,S,Inspira TRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRM,N-TRM175,2,2
2007014,9617229,ALLERGAN,1710207.S1,6/15/2017,10/10/2018,IN,2682,2019,1,S,Inspira TRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRM,N-TRM175,2,2
2007014,9617229,ALLERGAN,1710587,5/8/2018,3/15/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-275,2,2
2007014,9617229,ALLERGAN,1710592,5/8/2018,3/15/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-275,2,2
2007014,9617229,ALLERGAN,1712023.S1,NI,10/15/2018,IN,1546,2019,1,S,Inspira TRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRF,N-TRF485,2,2
2007014,9617229,ALLERGAN,1712428.S1,8/15/2018,10/16/2018,IN,1546,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-378,2,2
2007014,9617229,ALLERGAN,1715375.S1,10/15/2018,10/22/2018,IN,3189,2019,1,S,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-339,2,2
2007014,9617229,ALLERGAN,1715872.S1,10/15/2018,10/19/2018,IN,1546,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX310,2,2
2007014,9617229,ALLERGAN,1716300.S1,4/15/2018,10/21/2018,IN,1546,2019,1,S,Inspira TRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRF,N-TRF295,2,2
2007014,9617229,ALLERGAN,1717230.S1,NI,10/25/2018,IN,1546;2682,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-500,2,2
2007014,9617229,ALLERGAN,1717235.S1,NI,10/25/2018,IN,1546;2682,2019,1,S,10,FTR,Natrelle Silicone-Filled Breast Implants,10,10-240,2,2
2007014,9617229,ALLERGAN,1717586.S1,10/7/2018,10/24/2018,IN,2682,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF295,2,2
2007014,9617229,ALLERGAN,1717588.S1,10/7/2018,10/25/2018,IN,2682,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF295,2,2
2007014,9617229,ALLERGAN,1717714.S1,8/20/2018,10/24/2018,IN,2682,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF240,2,2
2007014,9617229,ALLERGAN,1718862,10/4/2018,1/29/2019,IN,1546,2019,1,I,Inspira TSLP Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSLP Soft Touch,N-TSLP340,2,2
2007014,9617229,ALLERGAN,1719236.S1,1/20/2018,10/26/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX420,2,2
2007014,9617229,ALLERGAN,1719556.S1,5/15/2018,10/31/2018,IN,1546;1395,2019,1,S,45,FTR,Natrelle Silicone-Filled Breast Implants,45,45-500,2,2
2007014,9617229,ALLERGAN,1719610.S1,10/15/2018,10/31/2018,IN,2682,2019,1,S,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,SRX-420,2,2
2007014,9617229,ALLERGAN,1719823.S1,9/15/2018,10/30/2018,IN,1546,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX255,2,2
2007014,9617229,ALLERGAN,1720819.S1,5/2/2018,11/2/2018,IN,1546,2019,1,S,Inspira TRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRM,N-TRM445,2,2
2007014,9617229,ALLERGAN,1720820.S1,5/2/2018,11/2/2018,IN,1546,2019,1,S,Inspira TRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRM,N-TRM445,2,2
2007014,9617229,ALLERGAN,1721184.S1,10/31/2018,11/2/2018,IN,1546;2682,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-435,2,2
2007014,9617229,ALLERGAN,1722076.S1,11/5/2018,11/5/2018,M,2203,2019,1,S,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,SRX-420,2,2
2007014,9617229,ALLERGAN,1722141,4/15/2018,1/14/2019,IN,2682,2019,1,I,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,N-SRX470,2,2
2007014,9617229,ALLERGAN,1722144.S1,4/15/2018,11/2/2018,IN,2682,2019,1,S,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,N-SRX470,2,2
2007014,9617229,ALLERGAN,1722297.S1,NI,11/5/2018,IN,1546,2019,1,S,Inspira TRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRX,TRX-340,2,2
2007014,9617229,ALLERGAN,1722836.S1,4/15/2018,11/1/2018,IN,1546,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX310,2,2
2007014,9617229,ALLERGAN,1722837.S1,4/15/2018,11/1/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX310,2,2
2007014,9617229,ALLERGAN,1723092.S1,11/1/2018,11/6/2018,IN,2682,2019,1,S,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-405,2,2
2007014,9617229,ALLERGAN,1724104.S1,9/15/2018,11/8/2018,IN,1546,2019,1,S,Inspira TRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRX,N-TRX445,2,2
2007014,9617229,ALLERGAN,1724127.S1,7/15/2018,11/1/2018,IN,1546,2019,1,S,120,FTR,Natrelle Silicone-Filled Breast Implants,120,N-27-120341,2,2
2007014,9617229,ALLERGAN,1724129.S1,7/15/2018,11/1/2018,IN,1546,2019,1,S,120,FTR,Natrelle Silicone-Filled Breast Implants,120,N-27-120341,2,2
2007014,9617229,ALLERGAN,1724186.S1,NI,11/7/2018,IN,1546,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-272,2,2
2007014,9617229,ALLERGAN,1724628.S1,11/8/2018,11/8/2018,IN,1546,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-550,2,2
2007014,9617229,ALLERGAN,1724784.S1,5/15/2018,11/7/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX400,2,2
2007014,9617229,ALLERGAN,1724985.S1,10/10/2018,11/8/2018,IN,1546,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-378,2,2
2007014,9617229,ALLERGAN,1725000.S1,5/28/2018,11/8/2018,IN,3189,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-378,2,2
2007014,9617229,ALLERGAN,1725668.S1,8/31/2018,11/12/2018,IN,1546;2682,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-450,2,2
2007014,9617229,ALLERGAN,1725703.S1,1/20/2018,11/7/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX400,2,2
2007014,9617229,ALLERGAN,1726148.S1,NI,11/12/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX420,2,2
2007014,9617229,ALLERGAN,1726149.S1,NI,11/12/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX420,2,2
2007014,9617229,ALLERGAN,1727012.S1,NI,11/13/2018,IN,1546,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF385,2,2
2007014,9617229,ALLERGAN,1727150.S1,11/13/2018,11/14/2018,IN,1546,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-350,2,2
2007014,9617229,ALLERGAN,1728137,11/15/2018,2/27/2019,IN,1546,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-203,2,2
2007014,9617229,ALLERGAN,1728141,11/15/2018,2/27/2019,IN,1546,2019,1,I,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-203,2,2
2007014,9617229,ALLERGAN,1728694.S1,NI,11/15/2018,IN,1546,2019,1,S,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-457,2,2
2007014,9617229,ALLERGAN,1729417.S1,10/1/2018,11/19/2018,IN,1546,2019,1,S,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-457,2,2
2007014,9617229,ALLERGAN,1729426.S1,10/1/2018,11/19/2018,IN,2203,2019,1,S,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-457,2,2
2007014,9617229,ALLERGAN,1729678.S1,NI,11/19/2018,IN,2682,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-290,2,2
2007014,9617229,ALLERGAN,1730083.S1,NI,11/20/2018,IN,2682,2019,1,S,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-405,2,2
2007014,9617229,ALLERGAN,1730084,NI,2/4/2019,IN,2682,2019,1,I,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-405,2,2
2007014,9617229,ALLERGAN,1730457.S1,6/15/2017,11/18/2018,IN,2682,2019,1,S,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,N-SRM485,2,2
2007014,9617229,ALLERGAN,1730472.S1,7/15/2018,11/13/2018,IN,2682,2019,1,S,Inspira SSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SSX Soft Touch,N-SSX400,2,2
2007014,9617229,ALLERGAN,1730633.S1,11/14/2018,11/14/2018,IN,1546,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX400,2,2
2007014,9617229,ALLERGAN,1730755.S1,NI,11/20/2018,IN,2203,2019,1,S,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-445,2,2
2007014,9617229,ALLERGAN,1730790.S1,7/10/2018,11/16/2018,IN,1546,2019,1,S,Inspira TRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRM,TRM175,2,2
2007014,9617229,ALLERGAN,1730885.S1,NI,11/21/2018,IN,2682,2019,1,S,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-405,2,2
2007014,9617229,ALLERGAN,1731005.S1,8/10/2018,11/20/2018,IN,2682,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF265,2,2
2007014,9617229,ALLERGAN,1731054,NI,3/25/2019,IN,2682,2019,1,I,Inspira SCM Cohesive,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SCM Cohesive,SCM-405,2,2
2007014,9617229,ALLERGAN,1731071.S1,11/6/2018,11/21/2018,IN,1546,2019,1,S,Inspira TRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRX,N-TRX340,2,2
2007014,9617229,ALLERGAN,1731114.S1,11/21/2018,11/21/2018,IN,2682,2019,1,S,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-450,2,2
2007014,9617229,ALLERGAN,1731286.S1,NI,11/21/2018,IN,2203,2019,1,S,45,FTR,Natrelle Silicone-Filled Breast Implants,45,45-320,2,2
2007014,9617229,ALLERGAN,1731287.S1,NI,11/21/2018,IN,2203,2019,1,S,45,FTR,Natrelle Silicone-Filled Breast Implants,45,45-320,2,2
2007014,9617229,ALLERGAN,1731440.S1,8/15/2018,11/20/2018,IN,2682,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF325,2,2
2007014,9617229,ALLERGAN,1731586.S1,6/19/2018,11/22/2018,IN,2682;1546,2019,1,S,Inspira TRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRM,N-TRM330,2,2
2007014,9617229,ALLERGAN,1731591.S1,11/5/2018,11/21/2018,IN,1395;1546,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF325,2,2
2007014,9617229,ALLERGAN,1731956.S1,11/18/2018,11/22/2018,IN,1395,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX310,2,2
2007014,9617229,ALLERGAN,1732427.S1,NI,11/16/2018,IN,2682,2019,1,S,120,FTR,Natrelle Silicone-Filled Breast Implants,120,120-340,2,2
2007014,9617229,ALLERGAN,1732428.S1,NI,11/16/2018,IN,2682,2019,1,S,120,FTR,Natrelle Silicone-Filled Breast Implants,120,120-340,2,2
2007014,9617229,ALLERGAN,1732478.S1,10/15/2017,11/27/2018,IN,2682;1546,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,TSF325,2,2
2007014,9617229,ALLERGAN,1732479.S1,10/15/2017,11/27/2018,IN,2682,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,TSF325,2,2
2007014,9617229,ALLERGAN,1732801.S1,11/26/2018,11/26/2018,IN,2682,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX285,2,2
2007014,9617229,ALLERGAN,1733037.S1,NI,11/27/2018,IN,2682,2019,1,S,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-385,2,2
2007014,9617229,ALLERGAN,1733083.S1,8/28/2018,11/27/2018,IN,3189,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-322,2,2
2007014,9617229,ALLERGAN,1733219.S1,11/23/2018,11/27/2018,IN,2682,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-475,2,2
2007014,9617229,ALLERGAN,1733479.S1,11/26/2018,11/29/2018,IN,2682,2019,1,S,Inspira SRM,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRM,SRM-405,2,2
2007014,9617229,ALLERGAN,1733572.S1,11/6/2018,11/28/2018,IN,2682,2019,1,S,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-605,2,2
2007014,9617229,ALLERGAN,1733621.S1,2/15/2018,11/20/2018,IN,2682;1546,2019,1,S,Inspira TRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRX,N-TRX375,2,2
2007014,9617229,ALLERGAN,1733648.S1,11/18/2018,11/27/2018,IN,3189,2019,1,S,20,FTR,Natrelle Silicone-Filled Breast Implants,20,20-750,2,2
2007014,9617229,ALLERGAN,1733887.S1,10/15/2018,11/27/2018,IN,1546,2019,1,S,Inspira SRLP,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRLP,N-SRLP360,2,2
2007014,9617229,ALLERGAN,1734393.S1,NI,11/28/2018,IN,2203,2019,1,S,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-265,2,2
2007014,9617229,ALLERGAN,1734398.S1,NI,11/28/2018,IN,2203,2019,1,S,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-265,2,2
2007014,9617229,ALLERGAN,1734790.S1,11/29/2018,11/29/2018,IN,1546,2019,1,S,45,FTR,Natrelle Silicone-Filled Breast Implants,45,45-800,2,2
2007014,9617229,ALLERGAN,1734887.S1,5/15/2018,11/26/2018,IN,2682;1546,2019,1,S,Inspira TSX Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSX Soft Touch,N-TSX340,2,2
2007014,9617229,ALLERGAN,1734956.S1,NI,11/28/2018,IN,2682,2019,1,S,Inspira TSF Soft Touch,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TSF Soft Touch,N-TSF295,2,2
2007014,9617229,ALLERGAN,1735005.S1,NI,11/30/2018,IN,2682,2019,1,S,Inspira TRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira TRF,TRF-365,2,2
2007014,9617229,ALLERGAN,1735156.S1,11/21/2018,11/21/2018,IN,1546,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-469,2,2
2007014,9617229,ALLERGAN,1735239.S1,NI,11/29/2018,IN,1546,2019,1,S,Inspira SRF,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRF,SRF-385,2,2
2007014,9617229,ALLERGAN,1735930.S1,NI,11/30/2018,IN,2682,2019,1,S,Inspira SRX,FTR,Natrelle Silicone-Filled Breast Implants,Inspira SRX,SRX-615,2,2
2007014,9617229,ALLERGAN,1736035.S1,NI,11/30/2018,IN,2682,2019,1,S,115,FTR,Natrelle Silicone-Filled Breast Implants,115,115-203,2,2
2007014,9617229,ALLERGAN,1736136.S1,11/29/2018,11/29/2018,IN,2682,2019,1,S,15,FTR,Natrelle Silicone-Filled Breast Implants,15,15-304,2,2
